ip,port,org,city,country,source_file,sample_host
43.198.205.62,9981,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.205.62:9981
43.198.207.27,5000,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.207.27:5000
43.198.212.83,1983,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.212.83:1983
43.198.213.130,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.213.130
43.198.223.111,3524,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.223.111:3524
43.198.242.73,18080,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.242.73:18080
43.198.247.152,45564,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.247.152:45564
43.198.249.115,1450,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.249.115:1450
43.198.253.247,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.253.247
43.198.58.92,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.58.92
43.198.60.149,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.60.149
43.198.86.3,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.86.3
43.198.90.142,49165,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.90.142:49165
43.198.90.177,8089,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.198.90.177:8089
43.198.95.146,135,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.198.95.146:135
43.199.144.36,1194,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.144.36:1194
43.199.156.8,2077,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.199.156.8:2077
43.199.157.231,3072,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.157.231:3072
43.199.158.0,18789,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.158.0:18789
43.199.161.61,6502,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.161.61:6502
43.199.177.161,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.177.161
43.199.184.226,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.184.226
43.199.187.245,9300,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.199.187.245:9300
43.199.207.71,8378,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.199.207.71:8378
43.199.209.123,1955,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.209.123:1955
43.199.231.225,9008,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.199.231.225:9008
43.199.29.177,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.29.177
43.199.40.213,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.199.40.213
43.199.74.172,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,43.199.74.172:443
43.199.90.154,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://43.199.90.154
43.206.143.245,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-43-206-143-245.ap-northeast-1.compute.amazonaws.com
43.206.147.73,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-43-206-147-73.ap-northeast-1.compute.amazonaws.com
45.32.22.204,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,45.32.22.204.vultrusercontent.com
45.32.42.151,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,45.32.42.151.vultrusercontent.com
45.66.129.11,,XTOM-JAPAN xTom Japan Corporation,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,45.66.129.11
45.76.97.165,,"AS-VULTR - The Constant Company, LLC",Ōi,Japan,2026-03-15-japan-mixed-batch-01.json,45.76.97.165
46.250.255.19,,CAPL-AS-AP Contabo Asia Private Limited,Ebara,Japan,2026-03-15-japan-mixed-batch-01.json,vmi3070456.contaboserver.net
47.245.11.183,,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,47.245.11.183
47.245.12.116,,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,47.245.12.116
47.245.28.90,,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,47.245.28.90
47.74.39.85,,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,47.74.39.85
50.6.111.12,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://nfldraftplayerrankings.com
50.6.154.47,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://mauricerubino.com
50.6.154.81,443,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://hangrygorl.com
50.6.160.59,80,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,www.redwoodassetmgmt.com
50.6.253.160,80,Oracle Corporation,San Francisco,US,2026-03-15-oracle-us-batch-01.csv,cpanel.phountain.com
50.6.253.175,443,Oracle Corporation,San Francisco,US,2026-03-15-oracle-us-batch-01.csv,https://www.biblebytes24.com
50.6.35.152,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://gamechangersltd.com
50.6.35.200,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,duduvape.com
50.6.35.99,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://www.havilahinitiative.org
50.6.43.127,80,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,uksuppliments.com
50.6.43.75,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://lechoixtransport.com
50.6.53.141,2083,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://imbusting.com:2083
52.68.134.227,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-52-68-134-227.ap-northeast-1.compute.amazonaws.com
54.178.10.61,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-54-178-10-61.ap-northeast-1.compute.amazonaws.com
54.249.193.169,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-54-249-193-169.ap-northeast-1.compute.amazonaws.com
54.46.104.159,443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://54.46.104.159
54.46.121.13,9443,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://54.46.121.13:9443
54.46.121.217,8554,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,https://54.46.121.217:8554
54.46.23.216,80,"Amazon.com, Inc.",Hong Kong,CN,2026-03-15-aws-hk-noise-batch-01.csv,54.46.23.216
56.155.90.6,,"AMAZON-02 - Amazon.com, Inc.",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-56-155-90-6.ap-northeast-3.compute.amazonaws.com
57.181.20.206,,"AMAZON-02 - Amazon.com, Inc.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,ec2-57-181-20-206.ap-northeast-1.compute.amazonaws.com
58.191.42.197,,OPTAGE OPTAGE Inc.,Kobe,Japan,2026-03-15-japan-mixed-batch-01.json,h58-191-42-197.ablenetvps.ne.jp
64.110.100.195,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.100.195
64.110.101.31,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,64.110.101.31:8443
64.110.102.155,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.102.155
64.110.103.174,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.103.174
64.110.104.30,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.104.30
64.110.105.144,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.105.144:8443
64.110.105.217,8800,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,64.110.105.217:8800
64.110.108.247,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.108.247
64.110.110.53,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.110.53
64.110.111.108,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.111.108
64.110.118.49,8443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.118.49:8443
64.110.99.17,443,Oracle Corporation,Osaka,JP,2026-03-15-oracle-jp-batch-01.csv,https://64.110.99.17
64.118.148.129,,EDCL-AS-AP Eons Data Communications Limited,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,64.118.148.129
64.176.42.33,,"AS-VULTR - The Constant Company, LLC",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,64.176.42.33.vultrusercontent.com
64.176.44.108,,"AS-VULTR - The Constant Company, LLC",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,64.176.44.108.vultrusercontent.com
64.176.55.11,,"AS-VULTR - The Constant Company, LLC",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,64.176.55.11.vultrusercontent.com
64.176.55.74,,"AS-VULTR - The Constant Company, LLC",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,64.176.55.74.vultrusercontent.com
64.176.55.85,,"AS-VULTR - The Constant Company, LLC",Osaka,Japan,2026-03-15-japan-mixed-batch-01.json,64.176.55.85.vultrusercontent.com
64.181.188.99,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,64.181.188.99:443
64.181.202.237,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.202.237:8443
64.181.218.67,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.218.67
64.181.225.235,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.225.235:8443
64.181.227.54,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.227.54
64.181.227.82,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,64.181.227.82:443
64.181.232.51,9527,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,64.181.232.51:9527
64.181.235.226,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.235.226:8443
64.181.237.101,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.237.101
64.181.240.181,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.240.181
64.181.245.52,8880,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.245.52:8880
64.181.247.243,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,64.181.247.243:443
64.181.249.122,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.249.122
64.181.249.123,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.249.123
64.181.249.193,8443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,https://64.181.249.193:8443
64.181.255.215,443,Oracle Corporation,Belmont,US,2026-03-15-oracle-us-batch-01.csv,64.181.255.215:443
69.6.196.133,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://www.dracoplatinacaelum.com
69.6.212.151,80,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,driiip.com.br
69.6.212.178,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,www.usenuvy.com
69.6.212.239,443,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://insidetalks.com.br
69.6.212.83,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,ek-hw.com.br
69.6.213.169,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,trilumia.com.br
69.6.213.206,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,paineljc.com.br
69.6.213.237,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,lojainfinitystorebr.com.br
69.6.226.77,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://conectaproconsultores.cl
69.6.233.127,443,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,https://arki-store.com
69.6.249.161,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,serenjcpainel.com.br
69.6.249.178,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,isamakevariedades.com.br
69.6.249.189,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,bellavistore.com
69.6.249.245,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,bemcasabrasil.online
69.6.249.250,80,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,uselumyx.com.br
69.6.249.251,80,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,monpetitt.com
69.6.249.255,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,institutoeducacionaldopara.com.br
69.6.249.5,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,ambiancepremium.com
69.6.249.75,2095,ORACLE-BMC-31898,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,sinonimostore.com.br:2095
69.6.249.93,80,Oracle Corporation,Jacksonville,US,2026-03-15-oracle-us-batch-01.csv,sportlife.net.br
74.113.96.137,,"DDPS - DDPS Networks, LLC",Kanda-jinbōchō,Japan,2026-03-15-japan-mixed-batch-01.json,74.113.96.137
74.113.96.142,,"DDPS - DDPS Networks, LLC",Kanda-jinbōchō,Japan,2026-03-15-japan-mixed-batch-01.json,74.113.96.142
74.113.96.196,,"DDPS - DDPS Networks, LLC",Kanda-jinbōchō,Japan,2026-03-15-japan-mixed-batch-01.json,74.113.96.196
74.226.154.119,,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,74.226.154.119
8.209.211.0,,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd.",Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,8.209.211.0
82.40.45.129,,CYBERVERSE-BACKBONE,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,82.40.45.129
82.40.45.189,,CYBERVERSE-BACKBONE,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,82.40.45.189
82.40.46.177,,CYBERVERSE-BACKBONE,Tokyo,Japan,2026-03-15-japan-mixed-batch-01.json,82.40.46.177
